order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,month,quarter,profit_margin
US-2011-122588,2011-06-11,2011-06-15,Standard Class,Thais Sissman,Consumer,Duarte,Dominican Republic,LATAM,Caribbean,FUR-CH-10002555,Furniture,Chairs,"Novimex Rocking Chair, Black",69,1,0.2,12.04,4.99,High,2011,6,2,0.1744927536231884
US-2011-104535,2011-06-11,2011-06-13,Second Class,Bruce Degenhardt,Consumer,Duarte,Dominican Republic,LATAM,Caribbean,OFF-FA-10003659,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",18,3,0.2,-4.596,3.56,High,2011,6,2,-0.25533333333333336
ES-2011-2542245,2011-06-11,2011-06-11,Same Day,Todd Boyes,Corporate,Lombardy,Italy,EU,South,OFF-BI-10001717,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",18,3,0.0,6.3,2.94,Critical,2011,6,2,0.35
MX-2011-127145,2011-06-12,2011-06-17,Standard Class,Sarah Foster,Consumer,Ceará,Brazil,LATAM,South,FUR-FU-10003608,Furniture,Furnishings,"Advantus Light Bulb, Black",27,2,0.0,7.48,2.04,High,2011,6,2,0.277037037037037
US-2011-156888,2011-06-12,2011-06-17,Standard Class,Sarah Foster,Consumer,Rio de Janeiro,Brazil,LATAM,South,FUR-FU-10000944,Furniture,Furnishings,"Advantus Light Bulb, Black",11,2,0.6,-8.576,0.69,Medium,2011,6,2,-0.7796363636363637
MX-2011-130148,2011-06-13,2011-06-18,Standard Class,Anthony Witt,Consumer,Granma,Cuba,LATAM,Caribbean,TEC-CO-10003160,Technology,Copiers,"Brother Wireless Fax, Laser",1512,6,0.002,102.92952,113.03,Medium,2011,6,2,0.06807507936507937
MX-2011-157049,2011-06-13,2011-06-13,Same Day,Brendan Dodson,Home Office,Distrito Federal,Mexico,LATAM,North,OFF-AP-10002822,Office Supplies,Appliances,"KitchenAid Toaster, Red",284,5,0.0,122.2,81.05,Critical,2011,6,2,0.4302816901408451
ES-2011-1276768,2011-06-13,2011-06-18,Standard Class,Jack O'Briant,Corporate,Rhône-Alpes,France,EU,Central,FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",438,4,0.1,165.324,68.34,High,2011,6,2,0.3774520547945206
US-2011-102288,2011-06-13,2011-06-17,Standard Class,Kean Takahito,Consumer,Maranhão,Brazil,LATAM,South,FUR-CH-10004801,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",215,14,0.6,-231.784,39.85,High,2011,6,2,-1.0780651162790698
IN-2011-51390,2011-06-13,2011-06-17,Standard Class,Roger Barcio,Home Office,Sumatera Selatan,Indonesia,APAC,Southeast Asia,FUR-CH-10000660,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",333,1,0.27,18.2196,30.14,Medium,2011,6,2,0.054713513513513515
IN-2011-62450,2011-06-13,2011-06-17,Standard Class,Andy Yotov,Corporate,Uttar Pradesh,India,APAC,Central Asia,OFF-ST-10000007,Office Supplies,Storage,"Fellowes File Cart, Single Width",275,2,0.0,137.34,23.21,High,2011,6,2,0.4994181818181818
ES-2011-5039850,2011-06-13,2011-06-16,First Class,Harold Engle,Corporate,Antwerp,Belgium,EU,Central,OFF-FA-10000670,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",201,12,0.0,25.92,22.86,High,2011,6,2,0.12895522388059702
ES-2011-1749151,2011-06-13,2011-06-18,Second Class,Lena Cacioppo,Consumer,Ile-de-France,France,EU,Central,OFF-BI-10000972,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",271,9,0.0,51.3,21.03,Medium,2011,6,2,0.18929889298892988
IN-2011-58278,2011-06-13,2011-06-18,Standard Class,Jack Lebron,Consumer,Singapore,Singapore,APAC,Southeast Asia,OFF-ST-10001719,Office Supplies,Storage,"Tenex Trays, Industrial",219,4,0.0,6.48,19.56,Medium,2011,6,2,0.029589041095890414
ES-2011-5596924,2011-06-13,2011-06-17,Standard Class,Sally Matthias,Consumer,Veneto,Italy,EU,South,OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",112,4,0.0,54.72,14.35,Medium,2011,6,2,0.48857142857142855
US-2011-119935,2011-06-13,2011-06-17,Standard Class,Kean Takahito,Consumer,Panama,Panama,LATAM,Central,TEC-AC-10001341,Technology,Accessories,"Enermax Memory Card, USB",138,3,0.4,-22.92,6.76,Medium,2011,6,2,-0.16608695652173913
ID-2011-45272,2011-06-13,2011-06-19,Standard Class,Tracy Zic,Consumer,Maharashtra,India,APAC,Central Asia,OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",67,3,0.5,-4.095,4.6,Medium,2011,6,2,-0.06111940298507462
MX-2011-103331,2011-06-13,2011-06-19,Standard Class,Neola Schneider,Consumer,Junín,Peru,LATAM,South,FUR-CH-10000852,Furniture,Chairs,"Novimex Chairmat, Set of Two",117,5,0.4,11.68,4.45,Medium,2011,6,2,0.09982905982905983
MO-2011-1630,2011-06-13,2011-06-19,Standard Class,Lisa Ryan,Corporate,Souss-Massa-Draâ,Morocco,Africa,Africa,OFF-JIF-10002621,Office Supplies,Envelopes,"Jiffy Business Envelopes, Security-Tint",64,4,0.0,3.72,3.25,Medium,2011,6,2,0.058125
IR-2011-2310,2011-06-13,2011-06-17,Standard Class,Jeremy Ellison,Consumer,Esfahan,Iran,EMEA,EMEA,OFF-ACC-10000307,Office Supplies,Binders,"Acco Index Tab, Clear",16,2,0.0,6.72,2.61,High,2011,6,2,0.42
CA-2011-114643,2011-06-13,2011-06-17,Standard Class,Filia McAdams,Corporate,California,United States,US,West,OFF-AR-10003631,Office Supplies,Art,Staples,15,3,0.0,4.7916,2.33,High,2011,6,2,0.31944
MX-2011-133564,2011-06-13,2011-06-20,Standard Class,Suzanne McNair,Corporate,Santo Domingo,Dominican Republic,LATAM,Caribbean,OFF-PA-10000745,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",18,2,0.2,1.984,2.02,Low,2011,6,2,0.11022222222222222
ES-2011-4815184,2011-06-14,2011-06-18,Standard Class,Randy Bradley,Consumer,England,United Kingdom,EU,North,TEC-PH-10004823,Technology,Phones,"Nokia Smart Phone, Full Size",636,1,0.0,273.48,82.75,High,2011,6,2,0.43000000000000005
ES-2011-3398154,2011-06-14,2011-06-18,Standard Class,Eugene Moren,Home Office,England,United Kingdom,EU,North,OFF-ST-10001554,Office Supplies,Storage,"Tenex File Cart, Industrial",241,2,0.1,24.114,47.1,High,2011,6,2,0.10005809128630706
IZ-2011-7760,2011-06-14,2011-06-21,Standard Class,Sally Hughsby,Corporate,Baghdad,Iraq,EMEA,EMEA,TEC-CAN-10004166,Technology,Copiers,"Canon Personal Copier, Color",288,2,0.0,14.4,39.92,Medium,2011,6,2,0.05
US-2011-141334,2011-06-14,2011-06-16,Second Class,Greg Hansen,Consumer,Colón,Panama,LATAM,Central,FUR-CH-10001343,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",340,5,0.4,-39.72,39.73,High,2011,6,2,-0.1168235294117647
TU-2011-3440,2011-06-14,2011-06-19,Standard Class,Kristen Hastings,Corporate,Istanbul,Turkey,EMEA,EMEA,TEC-BEL-10003875,Technology,Accessories,"Belkin Memory Card, Programmable",93,2,0.6,-69.792,19.29,High,2011,6,2,-0.7504516129032258
ID-2011-75232,2011-06-14,2011-06-19,Standard Class,Peter Fuller,Consumer,National Capital,Philippines,APAC,Southeast Asia,FUR-CH-10004009,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",206,2,0.25,-5.52,17.22,Medium,2011,6,2,-0.02679611650485437
ES-2011-1418466,2011-06-14,2011-06-18,Second Class,Scot Wooten,Consumer,Bavaria,Germany,EU,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",220,4,0.0,39.48,15.86,High,2011,6,2,0.17945454545454545
CM-2011-4100,2011-06-14,2011-06-17,Second Class,Alyssa Crouse,Corporate,Ouest,Cameroon,Africa,Africa,TEC-APP-10004464,Technology,Phones,"Apple Signal Booster, VoIP",137,1,0.0,13.65,14.62,High,2011,6,2,0.09963503649635037
NI-2011-7530,2011-06-14,2011-06-17,Second Class,Carol Darley,Consumer,Lagos,Nigeria,Africa,Africa,OFF-KIT-10001245,Office Supplies,Appliances,"KitchenAid Blender, Black",58,2,0.7,-62.106,11.7,High,2011,6,2,-1.0707931034482758
CA-2011-140487,2011-06-14,2011-06-20,Standard Class,Sharelle Roach,Home Office,Michigan,United States,US,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",213,3,0.0,57.4938,11.48,Medium,2011,6,2,0.2699239436619718
PL-2011-7410,2011-06-14,2011-06-20,Standard Class,Keith Dawkins,Corporate,Lodz,Poland,EMEA,EMEA,FUR-ELD-10004515,Furniture,Furnishings,"Eldon Door Stop, Black",201,4,0.0,38.04,10.2,Medium,2011,6,2,0.18925373134328358
US-2011-145093,2011-06-14,2011-06-20,Standard Class,Joni Wasserman,Consumer,Francisco Morazán,Honduras,LATAM,Central,FUR-CH-10004467,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",89,3,0.4,-14.88,6.07,Medium,2011,6,2,-0.16719101123595506
NI-2011-1410,2011-06-14,2011-06-18,Standard Class,Erica Hackney,Consumer,Adamawa,Nigeria,Africa,Africa,FUR-DEF-10000065,Furniture,Furnishings,"Deflect-O Frame, Durable",64,2,0.7,-62.118,5.64,High,2011,6,2,-0.97059375
SA-2011-9880,2011-06-14,2011-06-21,Standard Class,Erica Hernandez,Home Office,Tabuk,Saudi Arabia,EMEA,EMEA,FUR-ELD-10000963,Furniture,Furnishings,"Eldon Stacking Tray, Durable",29,1,0.0,5.97,2.72,Medium,2011,6,2,0.20586206896551723
EG-2011-4300,2011-06-14,2011-06-20,Standard Class,Jasper Cacioppo,Consumer,Al Qahirah,Egypt,Africa,Africa,OFF-ACC-10000307,Office Supplies,Binders,"Acco Index Tab, Clear",8,1,0.0,3.36,0.57,Low,2011,6,2,0.42
IN-2011-63577,2011-06-15,2011-06-17,First Class,Greg Hansen,Consumer,Hebei,China,APAC,North Asia,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",1296,8,0.0,285.12,358.85,Critical,2011,6,2,0.22
ES-2011-3286627,2011-06-15,2011-06-17,First Class,Natalie Fritzler,Consumer,Halland,Sweden,EU,North,TEC-AC-10003666,Technology,Accessories,"Memorex Router, Bluetooth",739,6,0.5,-177.39,192.81,High,2011,6,2,-0.24004059539918807
US-2011-141215,2011-06-15,2011-06-21,Standard Class,Kelly Lampkin,Corporate,Texas,United States,US,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,798,4,0.3,-56.996,60.27,Medium,2011,6,2,-0.07142355889724311
NI-2011-9380,2011-06-15,2011-06-20,Standard Class,Jay Kimmel,Consumer,Rivers,Nigeria,Africa,Africa,FUR-BUS-10002040,Furniture,Bookcases,"Bush Library with Doors, Mobile",660,6,0.7,-836.568,51.61,Medium,2011,6,2,-1.2675272727272726
MX-2011-159009,2011-06-15,2011-06-19,Standard Class,Ed Jacobs,Consumer,São Paulo,Brazil,LATAM,South,FUR-BO-10004565,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",687,7,0.0,171.78,42.26,Medium,2011,6,2,0.25004366812227075
IR-2011-590,2011-06-15,2011-06-20,Standard Class,Bradley Talbott,Home Office,Khuzestan,Iran,EMEA,EMEA,OFF-FEL-10003848,Office Supplies,Storage,"Fellowes Trays, Industrial",231,4,0.0,55.44,17.24,Medium,2011,6,2,0.24
ID-2011-85928,2011-06-15,2011-06-21,Standard Class,Todd Sumrall,Corporate,Auckland,New Zealand,APAC,Oceania,OFF-BI-10003452,Office Supplies,Binders,"Acco Binding Machine, Economy",184,6,0.4,-88.956,13.36,Medium,2011,6,2,-0.48345652173913045
TU-2011-280,2011-06-15,2011-06-17,Second Class,Pauline Johnson,Consumer,Kocaeli,Turkey,EMEA,EMEA,OFF-ELI-10001351,Office Supplies,Supplies,"Elite Trimmer, Easy Grip",69,4,0.6,-22.536,8.45,High,2011,6,2,-0.32660869565217393
CA-2011-126963,2011-06-15,2011-06-15,Same Day,Pamela Stobb,Consumer,Texas,United States,US,Central,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,37,2,0.2,11.8768,7.37,Medium,2011,6,2,0.32099459459459456
MX-2011-125920,2011-06-15,2011-06-20,Standard Class,Katherine Murray,Home Office,Pernambuco,Brazil,LATAM,South,OFF-BI-10001324,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",80,4,0.0,6.4,6.8,Medium,2011,6,2,0.08
RO-2011-7670,2011-06-15,2011-06-18,First Class,Greg Maxwell,Corporate,Iasi,Romania,EMEA,EMEA,OFF-ADV-10001451,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",17,1,0.0,2.16,6.42,Critical,2011,6,2,0.12705882352941178
RW-2011-6600,2011-06-15,2011-06-20,Standard Class,Dennis Pardue,Home Office,Kigali,Rwanda,Africa,Africa,OFF-KLE-10002340,Office Supplies,Supplies,"Kleencut Shears, Easy Grip",97,2,0.0,0.0,6.37,Medium,2011,6,2,0.0
NI-2011-9290,2011-06-15,2011-06-19,Standard Class,Cindy Chapman,Consumer,Kano,Nigeria,Africa,Africa,FUR-SAF-10004426,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",51,1,0.7,-69.228,5.76,High,2011,6,2,-1.3574117647058823
MX-2011-155075,2011-06-15,2011-06-17,Second Class,Larry Tron,Consumer,Las Tunas,Cuba,LATAM,Caribbean,OFF-BI-10004053,Office Supplies,Binders,"Cardinal Binder Covers, Durable",27,3,0.0,4.86,4.95,High,2011,6,2,0.18000000000000002
MX-2011-122434,2011-06-15,2011-06-21,Standard Class,Kelly Collister,Consumer,Distrito Federal,Mexico,LATAM,North,OFF-SU-10003629,Office Supplies,Supplies,"Fiskars Letter Opener, Easy Grip",93,5,0.0,17.6,4.8,Medium,2011,6,2,0.189247311827957
IT-2011-2911544,2011-06-15,2011-06-21,Standard Class,Scott Williamson,Consumer,Ile-de-France,France,EU,Central,TEC-PH-10003153,Technology,Phones,"Samsung Signal Booster, with Caller ID",348,3,0.15,-61.4655,4.61,Medium,2011,6,2,-0.176625
AG-2011-4450,2011-06-15,2011-06-15,Same Day,Roland Schwarz,Corporate,Alger,Algeria,Africa,Africa,OFF-NOV-10001568,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",11,1,0.0,4.08,3.8,Critical,2011,6,2,0.3709090909090909
IN-2011-60084,2011-06-15,2011-06-22,Standard Class,Andy Yotov,Corporate,Jilin,China,APAC,North Asia,TEC-AC-10002014,Technology,Accessories,"Belkin Flash Drive, USB",84,2,0.0,37.08,3.51,Medium,2011,6,2,0.4414285714285714
ES-2011-1536399,2011-06-15,2011-06-17,First Class,Theresa Swint,Corporate,Vienna,Austria,EU,Central,OFF-FA-10003139,Office Supplies,Fasteners,"Advantus Push Pins, Assorted Sizes",36,3,0.0,7.11,0.47,Medium,2011,6,2,0.1975
TU-2011-9660,2011-06-15,2011-06-21,Standard Class,Philip Fox,Consumer,Nevsehir,Turkey,EMEA,EMEA,OFF-HAR-10001948,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable",3,1,0.6,-3.648,0.26,Medium,2011,6,2,-1.216
ES-2011-4240072,2011-06-16,2011-06-17,First Class,Jill Fjeld,Consumer,Lazio,Italy,EU,South,OFF-AP-10001776,Office Supplies,Appliances,"Hamilton Beach Microwave, White",561,2,0.0,33.66,156.78,High,2011,6,2,0.05999999999999999
ES-2011-4351366,2011-06-16,2011-06-20,Standard Class,Rick Huthwaite,Home Office,England,United Kingdom,EU,North,TEC-MA-10002149,Technology,Machines,"Panasonic Receipt Printer, Durable",605,5,0.0,266.1,60.1,High,2011,6,2,0.4398347107438017
US-2011-168256,2011-06-16,2011-06-20,Standard Class,Carlos Soltero,Consumer,Bahia,Brazil,LATAM,South,FUR-CH-10002438,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",369,3,0.6,-535.296,51.8,High,2011,6,2,-1.4506666666666668
CA-2011-136644,2011-06-16,2011-06-22,Standard Class,Sonia Cooley,Consumer,Indiana,United States,US,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",648,8,0.0,32.392,39.24,Medium,2011,6,2,0.04998765432098766
IT-2011-1925845,2011-06-16,2011-06-20,Second Class,Jeremy Ellison,Consumer,England,United Kingdom,EU,North,FUR-FU-10001086,Furniture,Furnishings,"Advantus Frame, Black",156,2,0.3,-22.272,29.93,High,2011,6,2,-0.14276923076923076
US-2011-118899,2011-06-16,2011-06-20,Standard Class,Carlos Soltero,Consumer,Santo Domingo,Dominican Republic,LATAM,Caribbean,FUR-CH-10000892,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",738,3,0.2,-166.152,14.6,Medium,2011,6,2,-0.2251382113821138
MX-2011-108539,2011-06-16,2011-06-19,Second Class,Alan Barnes,Consumer,Guatemala,Guatemala,LATAM,Central,TEC-PH-10002068,Technology,Phones,"Apple Office Telephone, with Caller ID",131,3,0.0,30.0,11.1,Medium,2011,6,2,0.22900763358778625
ES-2011-1586186,2011-06-16,2011-06-19,First Class,Vivek Grady,Corporate,South Denmark,Denmark,EU,North,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",87,3,0.5,-77.895,7.39,Medium,2011,6,2,-0.8953448275862068
MX-2011-163706,2011-06-16,2011-06-17,First Class,Victoria Pisteka,Corporate,Tamaulipas,Mexico,LATAM,North,OFF-PA-10003365,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",93,3,0.0,27.0,7.34,Medium,2011,6,2,0.2903225806451613
ES-2011-4741318,2011-06-16,2011-06-18,Second Class,Karl Braun,Consumer,England,United Kingdom,EU,North,OFF-ST-10003414,Office Supplies,Storage,"Tenex Shelving, Industrial",99,2,0.1,9.912,6.21,Medium,2011,6,2,0.10012121212121212
IN-2011-53217,2011-06-16,2011-06-21,Second Class,James Galang,Consumer,Chongqing,China,APAC,North Asia,OFF-FA-10003782,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",42,3,0.0,7.56,5.16,Medium,2011,6,2,0.18
CA-2011-113929,2011-06-16,2011-06-21,Standard Class,Chloris Kastensmidt,Consumer,New York,United States,US,East,OFF-EN-10003286,Office Supplies,Envelopes,Staples,41,5,0.0,19.458,3.88,Medium,2011,6,2,0.4745853658536585
IN-2011-19351,2011-06-17,2011-06-19,First Class,Bart Watters,Corporate,Beijing,China,APAC,North Asia,FUR-TA-10001889,Furniture,Tables,"Bevis Conference Table, Fully Assembled",3238,5,0.3,-740.295,449.18,High,2011,6,2,-0.22862723903644225
CA-2011-144414,2011-06-17,2011-06-21,Standard Class,Gary Hwang,Consumer,Washington,United States,US,West,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,3266,3,0.2,1061.5722,193.2,Medium,2011,6,2,0.3250374157991427
MX-2011-145884,2011-06-17,2011-06-19,Second Class,Sean O'Donnell,Consumer,Nuevo León,Mexico,LATAM,North,FUR-TA-10003785,Furniture,Tables,"Hon Round Table, Adjustable Height",829,3,0.2,113.94,134.34,Critical,2011,6,2,0.13744270205066345
MX-2011-128825,2011-06-17,2011-06-22,Standard Class,Caroline Jumper,Consumer,Sonora,Mexico,LATAM,North,OFF-ST-10002902,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",413,3,0.0,181.62,71.24,High,2011,6,2,0.4397578692493947
MX-2011-115490,2011-06-17,2011-06-22,Second Class,Kean Nguyen,Corporate,Las Tunas,Cuba,LATAM,Caribbean,FUR-CH-10003354,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",961,8,0.0,278.56,58.76,Medium,2011,6,2,0.2898647242455775
IT-2011-5810579,2011-06-17,2011-06-21,Standard Class,Jack Garza,Consumer,Västra Götaland,Sweden,EU,North,FUR-CH-10000546,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",714,3,0.5,-142.83,54.1,Medium,2011,6,2,-0.2000420168067227
MX-2011-150588,2011-06-17,2011-06-20,First Class,Ken Black,Corporate,Coahuila,Mexico,LATAM,North,TEC-PH-10003980,Technology,Phones,"Apple Signal Booster, VoIP",273,3,0.0,24.6,35.78,High,2011,6,2,0.09010989010989011
IT-2011-4320455,2011-06-17,2011-06-24,Standard Class,Aaron Hawkins,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10004669,Technology,Machines,"Epson Inkjet, Wireless",524,2,0.15,-24.666,28.61,Medium,2011,6,2,-0.047072519083969463
ES-2011-5952460,2011-06-17,2011-06-19,First Class,Janet Molinari,Corporate,Aquitaine,France,EU,Central,OFF-BI-10000346,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",90,3,0.0,35.82,22.15,Critical,2011,6,2,0.398
MX-2011-109239,2011-06-17,2011-06-21,Standard Class,Kean Takahito,Consumer,Pernambuco,Brazil,LATAM,South,FUR-BO-10002008,Furniture,Bookcases,"Bush Stackable Bookrack, Traditional",164,2,0.0,27.84,21.33,High,2011,6,2,0.16975609756097562
MX-2011-143364,2011-06-17,2011-06-22,Standard Class,Steven Ward,Corporate,Guantánamo,Cuba,LATAM,Caribbean,OFF-BI-10004632,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",132,7,0.0,10.5,18.74,High,2011,6,2,0.07954545454545454
MX-2011-143497,2011-06-17,2011-06-20,First Class,Rob Williams,Corporate,Managua,Nicaragua,LATAM,Central,OFF-SU-10000320,Office Supplies,Supplies,"Fiskars Shears, High Speed",95,3,0.0,26.64,17.53,High,2011,6,2,0.28042105263157896
IZ-2011-290,2011-06-17,2011-06-18,First Class,Rachel Payne,Corporate,Baghdad,Iraq,EMEA,EMEA,FUR-HON-10004137,Furniture,Chairs,"Hon Rocking Chair, Set of Two",133,1,0.0,38.52,16.16,Medium,2011,6,2,0.28962406015037595
MX-2011-129259,2011-06-17,2011-06-22,Standard Class,Tamara Willingham,Home Office,Boyacá,Colombia,LATAM,South,FUR-BO-10000734,Furniture,Bookcases,"Bush Corner Shelving, Pine",84,1,0.0,30.08,15.79,High,2011,6,2,0.3580952380952381
SF-2011-3910,2011-06-17,2011-06-17,Same Day,Charles Crestani,Consumer,Western Cape,South Africa,Africa,Africa,FUR-RUB-10002507,Furniture,Furnishings,"Rubbermaid Stacking Tray, Black",50,2,0.0,15.6,15.75,Critical,2011,6,2,0.312
IT-2011-4913699,2011-06-17,2011-06-20,First Class,Lindsay Shagiari,Home Office,England,United Kingdom,EU,North,FUR-FU-10003619,Furniture,Furnishings,"Tenex Clock, Black",106,3,0.3,-7.605,14.19,Critical,2011,6,2,-0.07174528301886793
IN-2011-76961,2011-06-17,2011-06-23,Standard Class,Richard Eichhorn,Consumer,Delhi,India,APAC,Central Asia,TEC-PH-10001725,Technology,Phones,"Motorola Speaker Phone, Cordless",265,2,0.0,13.26,13.2,Low,2011,6,2,0.0500377358490566
IN-2011-65964,2011-06-17,2011-06-19,Second Class,Scott Williamson,Consumer,Gansu,China,APAC,North Asia,OFF-PA-10004268,Office Supplies,Paper,"SanDisk Note Cards, 8.5 x 11",119,4,0.0,8.28,13.15,High,2011,6,2,0.0695798319327731
ES-2011-1951083,2011-06-17,2011-06-22,Standard Class,Maria Etezadi,Home Office,Aquitaine,France,EU,Central,OFF-SU-10003130,Office Supplies,Supplies,"Acme Trimmer, Serrated",206,5,0.0,24.75,12.25,High,2011,6,2,0.12014563106796117
CA-2011-156342,2011-06-17,2011-06-20,Second Class,Jennifer Ferguson,Consumer,Illinois,United States,US,Central,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,62,2,0.2,22.4808,8.67,High,2011,6,2,0.36259354838709673
CA-2011-104402,2011-06-17,2011-06-23,Standard Class,Duane Benoit,Consumer,Delaware,United States,US,East,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,66,3,0.0,31.0059,4.05,Medium,2011,6,2,0.46978636363636367
MO-2011-8370,2011-06-17,2011-06-24,Standard Class,Emily Ducich,Home Office,Doukkala-Abda,Morocco,Africa,Africa,OFF-BIC-10004976,Office Supplies,Art,"BIC Markers, Water Color",30,1,0.0,10.35,2.36,Medium,2011,6,2,0.345
ID-2011-50501,2011-06-17,2011-06-20,First Class,Chuck Sachs,Consumer,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-TA-10000222,Furniture,Tables,"Bevis Training Table, Adjustable Height",715,4,0.47,-107.9196,2.13,Medium,2011,6,2,-0.1509365034965035
IT-2011-4752666,2011-06-18,2011-06-20,Second Class,Randy Bradley,Consumer,Navarra,Spain,EU,South,FUR-BO-10004388,Furniture,Bookcases,"Ikea Library with Doors, Metal",1814,5,0.0,653.1,274.63,High,2011,6,2,0.3600330760749724
US-2011-165316,2011-06-18,2011-06-23,Second Class,Lori Olson,Corporate,Jalisco,Mexico,LATAM,North,FUR-BO-10002346,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",519,8,0.2,58.304,40.81,High,2011,6,2,0.11233911368015415
ES-2011-5273102,2011-06-18,2011-06-25,Standard Class,Joy Daniels,Consumer,Castile and León,Spain,EU,South,OFF-ST-10004367,Office Supplies,Storage,"Rogers Trays, Blue",278,5,0.1,61.56,37.05,Low,2011,6,2,0.22143884892086332
ES-2011-1974768,2011-06-18,2011-06-22,Standard Class,Jay Fein,Consumer,Vienna,Austria,EU,Central,FUR-BO-10003028,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",338,2,0.0,138.72,25.35,Medium,2011,6,2,0.41041420118343197
MX-2011-120502,2011-06-18,2011-06-23,Standard Class,Scott Williamson,Consumer,Tamaulipas,Mexico,LATAM,North,TEC-AC-10000692,Technology,Accessories,"Logitech Keyboard, Erganomic",234,5,0.0,4.6,18.79,Medium,2011,6,2,0.019658119658119658
MX-2011-152212,2011-06-18,2011-06-22,Standard Class,Chuck Magee,Consumer,Distrito Federal,Mexico,LATAM,North,FUR-CH-10003844,Furniture,Chairs,"Office Star Rocking Chair, Black",148,2,0.2,12.912,17.73,High,2011,6,2,0.08724324324324324
KZ-2011-4170,2011-06-18,2011-06-20,First Class,David Flashing,Consumer,Almaty,Kazakhstan,EMEA,EMEA,TEC-CAN-10002802,Technology,Copiers,"Canon Personal Copier, Digital",85,2,0.7,-185.112,14.04,High,2011,6,2,-2.1777882352941176
CA-2011-123855,2011-06-18,2011-06-23,Standard Class,Mick Crebagga,Consumer,California,United States,US,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,140,5,0.2,12.2325,13.8,Medium,2011,6,2,0.087375
ES-2011-1406120,2011-06-18,2011-06-23,Second Class,Juliana Krohn,Consumer,Lower Saxony,Germany,EU,Central,FUR-FU-10000135,Furniture,Furnishings,"Tenex Photo Frame, Black",104,4,0.5,-45.72,12.28,Medium,2011,6,2,-0.43961538461538463
RS-2011-50,2011-06-18,2011-06-22,Standard Class,Suzanne McNair,Corporate,Chelyabinsk,Russia,EMEA,EMEA,TEC-EPS-10003962,Technology,Machines,"Epson Card Printer, Durable",170,1,0.0,57.81,12.27,High,2011,6,2,0.3400588235294118
RW-2011-7970,2011-06-18,2011-06-24,Standard Class,Alex Russell,Corporate,Kigali,Rwanda,Africa,Africa,OFF-BIN-10000711,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",51,2,0.0,13.68,3.81,Low,2011,6,2,0.26823529411764707
